rulesText,typeLine,setCode,cardNumber,cost,power,toughness,Title,newText
"Generated effect for card 4620.\nIf this is a bulk test, card 4620 validates row-level rendering.",CREATURE - TESTER,SMO,04620/10000,4,1,3,Card 4620,Variant 4620
"Generated effect for card 4621.\nIf this is a bulk test, card 4621 validates row-level rendering.",CREATURE - TESTER,SMO,04621/10000,5,2,4,Card 4621,Variant 4621
"Generated effect for card 4622.\nIf this is a bulk test, card 4622 validates row-level rendering.",CREATURE - TESTER,SMO,04622/10000,6,3,5,Card 4622,Variant 4622
"Generated effect for card 4623.\nIf this is a bulk test, card 4623 validates row-level rendering.",CREATURE - TESTER,SMO,04623/10000,7,4,6,Card 4623,Variant 4623
"Generated effect for card 4624.\nIf this is a bulk test, card 4624 validates row-level rendering.",CREATURE - TESTER,SMO,04624/10000,8,5,7,Card 4624,Variant 4624
"Generated effect for card 4625.\nIf this is a bulk test, card 4625 validates row-level rendering.",CREATURE - TESTER,SMO,04625/10000,9,6,1,Card 4625,Variant 4625
"Generated effect for card 4626.\nIf this is a bulk test, card 4626 validates row-level rendering.",CREATURE - TESTER,SMO,04626/10000,1,7,2,Card 4626,Variant 4626
"Generated effect for card 4627.\nIf this is a bulk test, card 4627 validates row-level rendering.",CREATURE - TESTER,SMO,04627/10000,2,1,3,Card 4627,Variant 4627
"Generated effect for card 4628.\nIf this is a bulk test, card 4628 validates row-level rendering.",CREATURE - TESTER,SMO,04628/10000,3,2,4,Card 4628,Variant 4628
"Generated effect for card 4629.\nIf this is a bulk test, card 4629 validates row-level rendering.",CREATURE - TESTER,SMO,04629/10000,4,3,5,Card 4629,Variant 4629
"Generated effect for card 4630.\nIf this is a bulk test, card 4630 validates row-level rendering.",CREATURE - TESTER,SMO,04630/10000,5,4,6,Card 4630,Variant 4630
"Generated effect for card 4631.\nIf this is a bulk test, card 4631 validates row-level rendering.",CREATURE - TESTER,SMO,04631/10000,6,5,7,Card 4631,Variant 4631
"Generated effect for card 4632.\nIf this is a bulk test, card 4632 validates row-level rendering.",CREATURE - TESTER,SMO,04632/10000,7,6,1,Card 4632,Variant 4632
"Generated effect for card 4633.\nIf this is a bulk test, card 4633 validates row-level rendering.",CREATURE - TESTER,SMO,04633/10000,8,7,2,Card 4633,Variant 4633
"Generated effect for card 4634.\nIf this is a bulk test, card 4634 validates row-level rendering.",CREATURE - TESTER,SMO,04634/10000,9,1,3,Card 4634,Variant 4634
"Generated effect for card 4635.\nIf this is a bulk test, card 4635 validates row-level rendering.",CREATURE - TESTER,SMO,04635/10000,1,2,4,Card 4635,Variant 4635
"Generated effect for card 4636.\nIf this is a bulk test, card 4636 validates row-level rendering.",CREATURE - TESTER,SMO,04636/10000,2,3,5,Card 4636,Variant 4636
"Generated effect for card 4637.\nIf this is a bulk test, card 4637 validates row-level rendering.",CREATURE - TESTER,SMO,04637/10000,3,4,6,Card 4637,Variant 4637
"Generated effect for card 4638.\nIf this is a bulk test, card 4638 validates row-level rendering.",CREATURE - TESTER,SMO,04638/10000,4,5,7,Card 4638,Variant 4638
"Generated effect for card 4639.\nIf this is a bulk test, card 4639 validates row-level rendering.",CREATURE - TESTER,SMO,04639/10000,5,6,1,Card 4639,Variant 4639
"Generated effect for card 4640.\nIf this is a bulk test, card 4640 validates row-level rendering.",CREATURE - TESTER,SMO,04640/10000,6,7,2,Card 4640,Variant 4640
"Generated effect for card 4641.\nIf this is a bulk test, card 4641 validates row-level rendering.",CREATURE - TESTER,SMO,04641/10000,7,1,3,Card 4641,Variant 4641
"Generated effect for card 4642.\nIf this is a bulk test, card 4642 validates row-level rendering.",CREATURE - TESTER,SMO,04642/10000,8,2,4,Card 4642,Variant 4642
"Generated effect for card 4643.\nIf this is a bulk test, card 4643 validates row-level rendering.",CREATURE - TESTER,SMO,04643/10000,9,3,5,Card 4643,Variant 4643
"Generated effect for card 4644.\nIf this is a bulk test, card 4644 validates row-level rendering.",CREATURE - TESTER,SMO,04644/10000,1,4,6,Card 4644,Variant 4644
"Generated effect for card 4645.\nIf this is a bulk test, card 4645 validates row-level rendering.",CREATURE - TESTER,SMO,04645/10000,2,5,7,Card 4645,Variant 4645
"Generated effect for card 4646.\nIf this is a bulk test, card 4646 validates row-level rendering.",CREATURE - TESTER,SMO,04646/10000,3,6,1,Card 4646,Variant 4646
"Generated effect for card 4647.\nIf this is a bulk test, card 4647 validates row-level rendering.",CREATURE - TESTER,SMO,04647/10000,4,7,2,Card 4647,Variant 4647
"Generated effect for card 4648.\nIf this is a bulk test, card 4648 validates row-level rendering.",CREATURE - TESTER,SMO,04648/10000,5,1,3,Card 4648,Variant 4648
"Generated effect for card 4649.\nIf this is a bulk test, card 4649 validates row-level rendering.",CREATURE - TESTER,SMO,04649/10000,6,2,4,Card 4649,Variant 4649
"Generated effect for card 4650.\nIf this is a bulk test, card 4650 validates row-level rendering.",CREATURE - TESTER,SMO,04650/10000,7,3,5,Card 4650,Variant 4650
"Generated effect for card 4651.\nIf this is a bulk test, card 4651 validates row-level rendering.",CREATURE - TESTER,SMO,04651/10000,8,4,6,Card 4651,Variant 4651
"Generated effect for card 4652.\nIf this is a bulk test, card 4652 validates row-level rendering.",CREATURE - TESTER,SMO,04652/10000,9,5,7,Card 4652,Variant 4652
"Generated effect for card 4653.\nIf this is a bulk test, card 4653 validates row-level rendering.",CREATURE - TESTER,SMO,04653/10000,1,6,1,Card 4653,Variant 4653
"Generated effect for card 4654.\nIf this is a bulk test, card 4654 validates row-level rendering.",CREATURE - TESTER,SMO,04654/10000,2,7,2,Card 4654,Variant 4654
"Generated effect for card 4655.\nIf this is a bulk test, card 4655 validates row-level rendering.",CREATURE - TESTER,SMO,04655/10000,3,1,3,Card 4655,Variant 4655
"Generated effect for card 4656.\nIf this is a bulk test, card 4656 validates row-level rendering.",CREATURE - TESTER,SMO,04656/10000,4,2,4,Card 4656,Variant 4656
"Generated effect for card 4657.\nIf this is a bulk test, card 4657 validates row-level rendering.",CREATURE - TESTER,SMO,04657/10000,5,3,5,Card 4657,Variant 4657
"Generated effect for card 4658.\nIf this is a bulk test, card 4658 validates row-level rendering.",CREATURE - TESTER,SMO,04658/10000,6,4,6,Card 4658,Variant 4658
"Generated effect for card 4659.\nIf this is a bulk test, card 4659 validates row-level rendering.",CREATURE - TESTER,SMO,04659/10000,7,5,7,Card 4659,Variant 4659
"Generated effect for card 4660.\nIf this is a bulk test, card 4660 validates row-level rendering.",CREATURE - TESTER,SMO,04660/10000,8,6,1,Card 4660,Variant 4660
"Generated effect for card 4661.\nIf this is a bulk test, card 4661 validates row-level rendering.",CREATURE - TESTER,SMO,04661/10000,9,7,2,Card 4661,Variant 4661
"Generated effect for card 4662.\nIf this is a bulk test, card 4662 validates row-level rendering.",CREATURE - TESTER,SMO,04662/10000,1,1,3,Card 4662,Variant 4662
"Generated effect for card 4663.\nIf this is a bulk test, card 4663 validates row-level rendering.",CREATURE - TESTER,SMO,04663/10000,2,2,4,Card 4663,Variant 4663
"Generated effect for card 4664.\nIf this is a bulk test, card 4664 validates row-level rendering.",CREATURE - TESTER,SMO,04664/10000,3,3,5,Card 4664,Variant 4664
"Generated effect for card 4665.\nIf this is a bulk test, card 4665 validates row-level rendering.",CREATURE - TESTER,SMO,04665/10000,4,4,6,Card 4665,Variant 4665
"Generated effect for card 4666.\nIf this is a bulk test, card 4666 validates row-level rendering.",CREATURE - TESTER,SMO,04666/10000,5,5,7,Card 4666,Variant 4666
"Generated effect for card 4667.\nIf this is a bulk test, card 4667 validates row-level rendering.",CREATURE - TESTER,SMO,04667/10000,6,6,1,Card 4667,Variant 4667
"Generated effect for card 4668.\nIf this is a bulk test, card 4668 validates row-level rendering.",CREATURE - TESTER,SMO,04668/10000,7,7,2,Card 4668,Variant 4668
"Generated effect for card 4669.\nIf this is a bulk test, card 4669 validates row-level rendering.",CREATURE - TESTER,SMO,04669/10000,8,1,3,Card 4669,Variant 4669
"Generated effect for card 4670.\nIf this is a bulk test, card 4670 validates row-level rendering.",CREATURE - TESTER,SMO,04670/10000,9,2,4,Card 4670,Variant 4670
"Generated effect for card 4671.\nIf this is a bulk test, card 4671 validates row-level rendering.",CREATURE - TESTER,SMO,04671/10000,1,3,5,Card 4671,Variant 4671
"Generated effect for card 4672.\nIf this is a bulk test, card 4672 validates row-level rendering.",CREATURE - TESTER,SMO,04672/10000,2,4,6,Card 4672,Variant 4672
"Generated effect for card 4673.\nIf this is a bulk test, card 4673 validates row-level rendering.",CREATURE - TESTER,SMO,04673/10000,3,5,7,Card 4673,Variant 4673
"Generated effect for card 4674.\nIf this is a bulk test, card 4674 validates row-level rendering.",CREATURE - TESTER,SMO,04674/10000,4,6,1,Card 4674,Variant 4674
"Generated effect for card 4675.\nIf this is a bulk test, card 4675 validates row-level rendering.",CREATURE - TESTER,SMO,04675/10000,5,7,2,Card 4675,Variant 4675
"Generated effect for card 4676.\nIf this is a bulk test, card 4676 validates row-level rendering.",CREATURE - TESTER,SMO,04676/10000,6,1,3,Card 4676,Variant 4676
"Generated effect for card 4677.\nIf this is a bulk test, card 4677 validates row-level rendering.",CREATURE - TESTER,SMO,04677/10000,7,2,4,Card 4677,Variant 4677
"Generated effect for card 4678.\nIf this is a bulk test, card 4678 validates row-level rendering.",CREATURE - TESTER,SMO,04678/10000,8,3,5,Card 4678,Variant 4678
"Generated effect for card 4679.\nIf this is a bulk test, card 4679 validates row-level rendering.",CREATURE - TESTER,SMO,04679/10000,9,4,6,Card 4679,Variant 4679
"Generated effect for card 4680.\nIf this is a bulk test, card 4680 validates row-level rendering.",CREATURE - TESTER,SMO,04680/10000,1,5,7,Card 4680,Variant 4680
"Generated effect for card 4681.\nIf this is a bulk test, card 4681 validates row-level rendering.",CREATURE - TESTER,SMO,04681/10000,2,6,1,Card 4681,Variant 4681
"Generated effect for card 4682.\nIf this is a bulk test, card 4682 validates row-level rendering.",CREATURE - TESTER,SMO,04682/10000,3,7,2,Card 4682,Variant 4682
"Generated effect for card 4683.\nIf this is a bulk test, card 4683 validates row-level rendering.",CREATURE - TESTER,SMO,04683/10000,4,1,3,Card 4683,Variant 4683
"Generated effect for card 4684.\nIf this is a bulk test, card 4684 validates row-level rendering.",CREATURE - TESTER,SMO,04684/10000,5,2,4,Card 4684,Variant 4684
"Generated effect for card 4685.\nIf this is a bulk test, card 4685 validates row-level rendering.",CREATURE - TESTER,SMO,04685/10000,6,3,5,Card 4685,Variant 4685
"Generated effect for card 4686.\nIf this is a bulk test, card 4686 validates row-level rendering.",CREATURE - TESTER,SMO,04686/10000,7,4,6,Card 4686,Variant 4686
"Generated effect for card 4687.\nIf this is a bulk test, card 4687 validates row-level rendering.",CREATURE - TESTER,SMO,04687/10000,8,5,7,Card 4687,Variant 4687
"Generated effect for card 4688.\nIf this is a bulk test, card 4688 validates row-level rendering.",CREATURE - TESTER,SMO,04688/10000,9,6,1,Card 4688,Variant 4688
"Generated effect for card 4689.\nIf this is a bulk test, card 4689 validates row-level rendering.",CREATURE - TESTER,SMO,04689/10000,1,7,2,Card 4689,Variant 4689
"Generated effect for card 4690.\nIf this is a bulk test, card 4690 validates row-level rendering.",CREATURE - TESTER,SMO,04690/10000,2,1,3,Card 4690,Variant 4690
"Generated effect for card 4691.\nIf this is a bulk test, card 4691 validates row-level rendering.",CREATURE - TESTER,SMO,04691/10000,3,2,4,Card 4691,Variant 4691
"Generated effect for card 4692.\nIf this is a bulk test, card 4692 validates row-level rendering.",CREATURE - TESTER,SMO,04692/10000,4,3,5,Card 4692,Variant 4692
"Generated effect for card 4693.\nIf this is a bulk test, card 4693 validates row-level rendering.",CREATURE - TESTER,SMO,04693/10000,5,4,6,Card 4693,Variant 4693
"Generated effect for card 4694.\nIf this is a bulk test, card 4694 validates row-level rendering.",CREATURE - TESTER,SMO,04694/10000,6,5,7,Card 4694,Variant 4694
"Generated effect for card 4695.\nIf this is a bulk test, card 4695 validates row-level rendering.",CREATURE - TESTER,SMO,04695/10000,7,6,1,Card 4695,Variant 4695
"Generated effect for card 4696.\nIf this is a bulk test, card 4696 validates row-level rendering.",CREATURE - TESTER,SMO,04696/10000,8,7,2,Card 4696,Variant 4696
"Generated effect for card 4697.\nIf this is a bulk test, card 4697 validates row-level rendering.",CREATURE - TESTER,SMO,04697/10000,9,1,3,Card 4697,Variant 4697
"Generated effect for card 4698.\nIf this is a bulk test, card 4698 validates row-level rendering.",CREATURE - TESTER,SMO,04698/10000,1,2,4,Card 4698,Variant 4698
"Generated effect for card 4699.\nIf this is a bulk test, card 4699 validates row-level rendering.",CREATURE - TESTER,SMO,04699/10000,2,3,5,Card 4699,Variant 4699
"Generated effect for card 4700.\nIf this is a bulk test, card 4700 validates row-level rendering.",CREATURE - TESTER,SMO,04700/10000,3,4,6,Card 4700,Variant 4700
"Generated effect for card 4701.\nIf this is a bulk test, card 4701 validates row-level rendering.",CREATURE - TESTER,SMO,04701/10000,4,5,7,Card 4701,Variant 4701
"Generated effect for card 4702.\nIf this is a bulk test, card 4702 validates row-level rendering.",CREATURE - TESTER,SMO,04702/10000,5,6,1,Card 4702,Variant 4702
"Generated effect for card 4703.\nIf this is a bulk test, card 4703 validates row-level rendering.",CREATURE - TESTER,SMO,04703/10000,6,7,2,Card 4703,Variant 4703
"Generated effect for card 4704.\nIf this is a bulk test, card 4704 validates row-level rendering.",CREATURE - TESTER,SMO,04704/10000,7,1,3,Card 4704,Variant 4704
"Generated effect for card 4705.\nIf this is a bulk test, card 4705 validates row-level rendering.",CREATURE - TESTER,SMO,04705/10000,8,2,4,Card 4705,Variant 4705
"Generated effect for card 4706.\nIf this is a bulk test, card 4706 validates row-level rendering.",CREATURE - TESTER,SMO,04706/10000,9,3,5,Card 4706,Variant 4706
"Generated effect for card 4707.\nIf this is a bulk test, card 4707 validates row-level rendering.",CREATURE - TESTER,SMO,04707/10000,1,4,6,Card 4707,Variant 4707
"Generated effect for card 4708.\nIf this is a bulk test, card 4708 validates row-level rendering.",CREATURE - TESTER,SMO,04708/10000,2,5,7,Card 4708,Variant 4708
"Generated effect for card 4709.\nIf this is a bulk test, card 4709 validates row-level rendering.",CREATURE - TESTER,SMO,04709/10000,3,6,1,Card 4709,Variant 4709
"Generated effect for card 4710.\nIf this is a bulk test, card 4710 validates row-level rendering.",CREATURE - TESTER,SMO,04710/10000,4,7,2,Card 4710,Variant 4710
"Generated effect for card 4711.\nIf this is a bulk test, card 4711 validates row-level rendering.",CREATURE - TESTER,SMO,04711/10000,5,1,3,Card 4711,Variant 4711
"Generated effect for card 4712.\nIf this is a bulk test, card 4712 validates row-level rendering.",CREATURE - TESTER,SMO,04712/10000,6,2,4,Card 4712,Variant 4712
"Generated effect for card 4713.\nIf this is a bulk test, card 4713 validates row-level rendering.",CREATURE - TESTER,SMO,04713/10000,7,3,5,Card 4713,Variant 4713
"Generated effect for card 4714.\nIf this is a bulk test, card 4714 validates row-level rendering.",CREATURE - TESTER,SMO,04714/10000,8,4,6,Card 4714,Variant 4714
"Generated effect for card 4715.\nIf this is a bulk test, card 4715 validates row-level rendering.",CREATURE - TESTER,SMO,04715/10000,9,5,7,Card 4715,Variant 4715
"Generated effect for card 4716.\nIf this is a bulk test, card 4716 validates row-level rendering.",CREATURE - TESTER,SMO,04716/10000,1,6,1,Card 4716,Variant 4716
"Generated effect for card 4717.\nIf this is a bulk test, card 4717 validates row-level rendering.",CREATURE - TESTER,SMO,04717/10000,2,7,2,Card 4717,Variant 4717
"Generated effect for card 4718.\nIf this is a bulk test, card 4718 validates row-level rendering.",CREATURE - TESTER,SMO,04718/10000,3,1,3,Card 4718,Variant 4718
"Generated effect for card 4719.\nIf this is a bulk test, card 4719 validates row-level rendering.",CREATURE - TESTER,SMO,04719/10000,4,2,4,Card 4719,Variant 4719
"Generated effect for card 4720.\nIf this is a bulk test, card 4720 validates row-level rendering.",CREATURE - TESTER,SMO,04720/10000,5,3,5,Card 4720,Variant 4720
